ID,Smiles,pIC50
829,O=C(C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,6.679853714
770,O=C(c1cccc(C(F)(F)F)c1)C(O)c1cccc(C(F)(F)F)c1,6.657577319
282,ClC1=CC=C(C(C2=CC=C(OC(C)(C(OC(C)C)=O)C)C=C2)=O)C=C1,6.657577319
109,O=C(CCCCCCCC)C(C=CC=C1O)=C1C2=CC3=CC=CC=C3O2,6.638272164
686,COC(=O)/C(=N\Nc1ccc(OC)cc1)C(=O)C(F)(F)C(F)(F)C(F)(F)F,6.638102256
847,O=C(C(=O)c1ccc(Br)s1)c1ccc(Br)s1,6.625251654
ZQ-24,FC1=CC=C(OC(N2CCOCC2)=O)C(OC)=C1,6.623423043
151,O=C(N1C2=CC=C(OC)C=C2)C3=CC=CC=C3C(SC4=CC=C(O)C=C4)C1=O,6.619788758
760,O=C(C(=O)c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1,6.602059991
817,O=C(c1ccccc1F)C(O)c1ccccc1F,6.602059991
187,O=C(/C=C/C1=CC=C(O)C(C(C)C(C)=C)=C1)C2=CC=C(OC)C(C/C=C(C)/C)=C2,6.602059991
SG-2,OC1=CC=C(NC(N(CC)CC)=O)C=C1OC,6.59722293
348,O=C(OC1=CC=C(F)C=C1)N2CCOCC2,6.595337299
680,CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,6.585026652
733,O=C(c1cccc(F)c1F)C(O)c1cccc(F)c1F,6.585026652
212,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=CC=C3O,6.585026652
822,O=C(Cc1ccccc1)C(=O)C(Br)c1ccccc1,6.573488739
KYL-12,O=C(N1CCOCC1)OC2=CC=NC3=CC=CC=C32,6.56944123
763,O=C(C(=O)c1ccc(F)cc1F)c1ccc(F)cc1F,6.568636236
ZQ-4,CC1=CC=C(OC(N(CC)C)=O)C(OC)=C1,6.567832731
ZQ-10,CCCC1=CC(OC)=C(OC(N(C)C)=O)C=C1,6.558776326
ZQ-11,FC1=CC=C(OC(N2CCCC2)=O)C(OC)=C1,6.556111453
40,OC1=CC=C(C(N2CCC(C3=CC=CC=C3)CC2)=O)C=C1OC,6.552841969
836,CN(C1=CC(=O)C(=O)c2ccccc21)c1ccc(I)cc1,6.54668166
LXJ-4,O=C(/C=C/C1=CC=C(F)C=C1)C2=C(OC(N(C)CC)=O)C=CC=C2,6.540456742
BH-37,O=C(N(CC)CC)OC1=CC(C(F)(F)F)=CC=C1,6.538651566
43,COC1=C(O)C=CC(/C=C/C(N2CC3=C(C=CC=C3)CC2)=O)=C1,6.522878745
232,O=C(/C=C/C1=C(OC)C=C(O)C(Br)=C1)C2=CC=C(O)C=C2,6.522878745
273,O=C(CCCCCC)C1=C(C=C(C2=CC=CC=C2C(OC)=O)O3)C3=CC=C1,6.522878745
274,O=C(CCCCCC)C1=C(C=C(C2=CC=C(C)C=C2C(OC)=O)O3)C3=CC=C1,6.522878745
585,CCCCCC[S+]([O-])CC(=O)C(F)(F)F,6.509999358
42,OC1=CC=C(/C=C/C(N2CCC(CC3=CC=CC=C3)CC2)=O)C=C1,6.508638306
275,O=C(CCCCCCCC)C1=C(C=C(C2=CC=C(C)C=C2C(OC)=O)O3)C3=CC=C1,6.508638306
BP-8,O=C(N1CCC(C=CC=C2)=C2C1)/C=C/C3=CC(OC)=C(OC(N(C)C)=O)C=C3,6.504872119
476,FC1=CC=C(N2[C@H](C3=CC=C(O)C=C3)[C@@H](CC[C@H](O)C4=CC=C(F)C=C4)C2=O)C=C1,6.494850022
BP-26,COC1=C(OCCCCN(CC2=CC=CC=C2)CC)C=CC(/C=C/C(NC3CCN(CC4=CC=CC=C4)CC3)=O)=C1,6.488651485
QI-31,COC1=CC(C)=CC=C1OC(N(C)C)=O,6.48624985
721,O=C(C(=O)C(Br)c1ccccc1)C(Br)c1ccccc1,6.476253533
698,COC(=O)/C(=N\Nc1ccc(OC)cc1)C(=O)C(F)(F)F,6.469480144
135,O=C1N(C2=CC=CC=C2)C(C3=CC=CC=C3C1SC4=CC=CC=C4O)=O,6.468521083
233,O=C(/C=C/C1=C(OC)C=C(O)C(Br)=C1)C2=CC=C(N(C)C)C=C2,6.455931956
150,O=C1N(C2=CC=CC=C2)C(C3=CC=CC=C3C1SC4=CC=CC(OC(N(C5=CC=CC=C5)C6=CC=CC=C6)=O)=C4)=O,6.454569171
736,O=C(C(=O)c1ccccc1Cl)c1ccccc1Cl,6.452225295
790,O=C(C(=O)c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1,6.443697499
29,O=C1C2C=CC(OC3CCCCC3)=CC2OC=C1C4=CC=C(OC)C=C4,6.443697499
140,O=C1N(C2=CC=CC=C2)C(C3=CC=CC=C3C1SC4=CC=CC(OC)=C4)=O,6.443697499
269,O=C(CCCCCC)C1=C(C=C(C2=CC=CC=C2C(O)=O)O3)C3=CC=C1,6.443697499
LZW-20,CCN(C(OC1=CC=CC(CN2CCCCC2)=C1)=O)CC,6.42159003
682,CCN(CC)c1ccc2c(c1)C(=O)/C(=C/c1ccc(O)c(OC)c1)C2,6.420216403
749,O=C(C(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(F)c(F)c(F)c(F)c1F,6.420216403
202,BrC1=CC(/C=C/C(C2=CC=C(OC)C(C(C)C(C)=C)=C2)=O)=C(OC)C=C1OC(C3=CC=C(C)C=C3)=O,6.420216403
283,OC(CC1)(C2=CC=C(Cl)C=C2)CCN1CCC(C3=CC=CC=C3)(C(N(C)C)=O)C4=CC=CC=C4,6.420216403
SG-7,C=CCC1=CC(C2=CC(CC=C)=CC=C2OC(N(CC)CC)=O)=C(O)C=C1,6.412962882
741,O=C(c1ccc(F)cc1F)C(O)c1ccc(F)cc1F,6.408935393
190,O=C(/C=C/C1=C(OC)C=C(O)C(Br)=C1)C2=CC=C(OCCC)C=C2,6.408935393
500,C[C@H](N(C)C)C1=CC(OC(N(CC)C)=O)=CC=C1.OC([C@H](O)[C@@H](O)C(O)=O)=O,6.408935393
ZQ-9,CC1=CC=C(OC(N(C)C)=O)C(OC)=C1,6.408935393
759,O=C(C(=O)c1cccc([N+](=O)[O-])c1)c1cccc([N+](=O)[O-])c1,6.401209493
834,O=C(c1ccc(C(F)(F)F)cc1)C(O)c1ccc(C(F)(F)F)cc1,6.397940009
191,OC(C(Br)=C1)=CC(OC)=C1/C=C/C(C2=CC=C(OCCCC)C=C2)=O,6.397940009
144,O=C1N(C2=CC=CC=C2)C3=CC=CC=C3C1SC4=CC=CC(O)=C4,6.397940009
MO-3,O=C1CC(C2=CC=C(O)C=C2)OC3=CC(OC(N(C)OC)=O)=CC(O)=C31,6.391580949
181,OC(C(C(C)C(C)=C)=C1)=CC=C1/C=C/C(C2=CC=C(N3CCOCC3)C=C2)=O,6.37675071
145,O=C1N(C2=CC=CC=C2)C3=CC=CC=C3C1SC4=CC=CC(OC)=C4,6.366531544
30,O=C1C2C=CC(OCC3=CC=CC=C3)=CC2OC=C1C4=CC=C(OC)C=C4,6.356547324
272,O=C(CCCCCC)C1=C(C=C(C2=CC=C(C)C=C2C(O)=O)O3)C3=CC=C1,6.30980392
779,CCCC(=O)C(=O)c1ccccc1,6.305394801
219,O=C(/C=C/C1=C(OC)C=CC(Br)=C1)C2=CC(CCO3)=C3C=C2,6.301029996
186,OC(C(C(C)C(C)=C)=C1)=CC=C1/C=C/C(C2=CC=C(OC)C(CC=C)=C2)=O,6.292429824
165,O=C(/C=C\C1=C(OC)C=CC(Br)=C1)C2=CC=C3C(CCO3)=C2,6.27572413
ZQ-2,CCCC1=CC(OC)=C(OC(N(C(C)C)C(C)C)=O)C=C1,6.274251667
774,O=C(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,6.259637311
179,O=C(/C=C/C1=C(OC)C=C(O)C(Br)=C1)C2=CC=C(O)C(C(C(C)=C)C)=C2,6.251811973
31,O=C1C2C=CC(OCC#C)=CC2OC=C1C3=CC=C(OC)C=C3,6.251811973
813,O=C(C(=O)c1cc(Br)cs1)c1cc(Br)cs1,6.241845378
ZQ-12,COC1=C(OC)C=C(OC(N(CC)C)=O)C=C1,6.241693818
122,O=C(CCCCCCCC)C1=C(C=C(C2=C(C(CCCCCCCC)=O)C=CC=C2OC)O3)C3=CC=C1,6.22184875
KYL-18,O=C1NC2=CC(OC(N3CCCC3)=O)=CC=C2CC1,6.219826756
694,COc1cc(/C=C2\Cc3ccc(N4CCCCC4)cc3C2=O)ccc1O,6.214670165
213,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=CC=C3C,6.214670165
704,CCOC(=O)/C(=N\Nc1ccc(C)cc1)C(=O)C(F)(F)C(F)(F)F,6.214499329
669,COc1cc(/C=C2\Cc3ccc(NC(C)=O)cc3C2=O)ccc1O,6.200659451
204,O=C(/C=C/C1=C(OC)C=C(O)C(C)=C1)C2=CC=C(OC)C(C(C)C(C)=C)=C2,6.200659451
849,O=C(c1cccc(F)c1)C(O)c1cccc(F)c1,6.193820026
177,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=C(Br)C=CC=C3Br,6.193820026
BH-45,O=C(N1CCOCC1)N2CCC(CC2)CC3=CC=CC=C3,6.192532624
604,CCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.180456064
188,OC(C(C(C)C(C)=C)=C1)=CC=C1/C=C/C(C2=CC=CC(C(C)C(C)=C)=C2)=O,6.180456064
QI-14,FC1=CC=CC=C1OC(N(CC)C)=O,6.179404503
121,O=C(CCCCCCCC)C1=C(C=C(C2=C(C(CCCCCCCC)=O)C=CC=C2OC(C)=O)O3)C3=CC=C1,6.161150909
227,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=CC=C3N4CCCC4,6.142667504
75,COC1=CC(/C=C/C(NC2CCN(CC3=CC=CC=C3)CC2)=O)=CC(OC)=C1OC(N4CCCC4)=O,6.13578567
MO-5,O=C1C=C(C2=CC=C(OC(N(C)OC)=O)C=C2)OC3=CC(OC(N(C)OC)=O)=CC(OC(N(C)OC)=O)=C31,6.135607595
164,ClCC1=C(OC)C=CC(C(/C=C/C2=CC3=CC=CC=C3C4=C2C=CC=C4)=O)=C1,6.13076828
250,SC1=CC=C(/C=C2C(C(C=C(N3CCCC3)C=C4)=C4C/2)=O)C=C1OC,6.13076828
267,O=C(CCCCCCCC)C1=C(C=C(C2=CC(C)=CC=C2N)O3)C3=CC=C1,6.13076828
ZQ-23,FC(F)(F)C1=CC(NC(N(CC)C)=O)=CC(NC(N(CC)C)=O)=C1,6.128193636
284,O[C@@H]1C[C@@H](CC[C@@H]2[C@]3(C)C(C=C[C@@H]2C)=C[C@H](C)CC3)OC(C1)=O.COC(C(C)(CC)C)=O,6.107905397
BM-6,OC1=C2C(OC(C3=CC=C(O)C=C3)CC2=O)=CC(OC(N(C(C)C)C(C)C)=O)=C1,6.099141495
654,COc1cc(/C=C2\Cc3ccc(N4CCCCCC4)cc3C2=O)ccc1O,6.091514981
196,OC(C(Br)=C1)=CC(OC)=C1/C=C/C(C2=CC=C(OC(C)C)C=C2)=O,6.091514981
ZQ-15,FC1=CC=C(OC(N(CC)C)=O)C(OC)=C1,6.082914809
ZQ-17,FC(F)(OC1=CC=C(OC(N(CC)CC)=O)C=C1)F,6.081602661
793,O=C(C(=O)c1c(F)cccc1F)c1c(F)cccc1F,6.080921908
180,OC(C(C(C)C(C)=C)=C1)=CC=C1/C=C/C(C2=CC=C(N3CCCCC3)C=C2)=O,6.070581074
228,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=CC=C3N4CCOCC4,6.070581074
339,CC(=CCCC(=CCC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)C)C,6.060480747
BH-44,COC(C=C1)=CC=C1C2=COC3C(C2=O)C=CC(OC(N(C(C)C)C(C)C)=O)=C3,6.060281118
769,O=C1C(=O)C(Cl)=C(Cl)C(Cl)=C1Cl,6.057991947
260,O=C(CCCCCCCC)C1=C(C=C(C2=CC=CC=C2N)O3)C3=CC=C1,6.055517328
38,O=C(N1CCC(CC2=CC=CC=C2)CC1)C(C)=C,6.045757491
BP-12,O=C(NC1CCN(CC2=CC=CC=C2)CC1)/C=C/C3=CC(OC)=C(OC(N(CC)CC)=O)C=C3,6.043687469
206,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=CC=C3,6.036212173
76,COC1=CC(C(NC2CCN(CC3=CC=CC=C3)CC2)=O)=CC(OC)=C1OC(N(CC)CC)=O,6.027565723
270,O=C(CCCCCC)C1=C(C=C(C2=CC=CC=C2N)O3)C3=CC=C1,6.026872146
722,O=C1C(=O)N(c2ccccc2)c2ccccc21,6.022276395
349,FC1=CC=C(OC(N2CCCC2)=O)C=C1,6.015607721
281,O=C(CCC)C1=C(C=C(C2=CC(C)=CC=C2NC(OCCCl)=O)O3)C3=CC=C1,6.008773924
23,O=C1CC(C2=CC=C(OC(C3=CC=CC=C3)=O)C=C2)OC4=C1C(O)=CC(OC(C5=CC=CC=C5)=O)=C4,6.007313961
BH-46,O=C(N(CC)CC)N1CCC(CC2=CC=CC=C2)CC1,6.004584201
199,O=C(/C=C/C1=CC=C(Br)C=C1)C2=C(OC)C=C(O)C(Br)=C2,6
142,O=C1N(C2=CC=C(OC)C=C2)C(C3=CC=CC=C3C1SC4=CC=CC(O)=C4)=O,6
859,CCN(C(/C=C/C1=CC(OC)=C(OCC2OC2)C=C1)=O)CC3=CC=CC=C3,6
41,OC1=C(OC)C=C(/C=C/C(N2CCC(CC3=CC=CC=C3)CC2)=O)C=C1,5.995678626
BP-24,COC1=C(OCCCCN(CC2=CC=CC=C2)CC)C=CC(C(NC3CCN(CC4=CC=CC=C4)CC3)=O)=C1,5.987162775
755,O=C(c1cc(F)c(F)c(F)c1)C(O)c1cc(F)c(F)c(F)c1,5.982966661
765,O=C(C(=O)c1cccs1)c1cccs1,5.982966661
167,ClCC1=C(OC)C=CC(C(/C=C/C2=C(Br)C=CC=C2Br)=O)=C1,5.974694135
AX-75,COC1=C(OC(N(CC)C)=O)C=CC(C(N2CCC(C=C(OC)C(OC)=C3)=C3C2)=O)=C1,5.974284616
161,CC(C1=CC=CC=C1N2C)(CSC3=CC=C(Cl)C=C3)C2=O,5.966576245
657,COc1cc(/C=C2\Cc3ccc(O)cc3C2=O)ccc1O,5.962573502
495,O=C(N(C)C)OC1=CC(OC(N(C)C)=O)=CC(C(O)CNC(C)(C)C)=C1.Cl,5.962573502
123,O=C(CCCCCCCC)C(C=CC=C1O)=C1C2=CC3=C(C(CCCCCCCC)=O)C=CC=C3O2,5.962573502
BP-25,COC1=C(OCCCCCN(CC2=CC=CC=C2)CC)C=CC(/C=C/C(NC3CCN(CC4=CC=CC=C4)CC3)=O)=C1,5.950781977
200,BrC1=CC(/C=C/C(C2=CC=C(OC)C(C(C)C(C)=C)=C2)=O)=C(OC)C=C1OCC3=CC=CC=C3,5.943095149
726,O=C(C(=O)c1ccc(O)cc1)c1ccccc1,5.920818754
184,O=C(/C=C/C1=CC=C(O)C(C(C(C)=C)C)=C1)C2=CC=C(OCC)C=C2,5.913640169
239,O=C(/C=C/C1=C(OC)C=C(OC)C(Br)=C1)C2=CC=C(N(C)C)C=C2,5.903089987
ZQ-3,COC1=CC=CC=C1OC(N(CC)C)=O,5.898252926
209,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=C(C4=CC=CC=C4)C=C3,5.896196279
670,COc1cc(/C=C2\Cc3ccccc3C2=O)ccc1O,5.882728704
502,OC1=CC(O)=CC2=C1C(C=C(C3=CC=C(O)C=C3)O2)=O,5.879426069
KYL-1,O=C(CC)C1=CC(OC(N(C)C)=S)=CC=C1OC(N(C)C)=S,5.879426069
480,O=C(OC(C)(C)C)/C=C/C1=C(C2C(C(OCC)=O)=C(C)NC(C)=C2C(COC)=O)C=CC=C1,5.876148359
KYL-20,O=C(N(C(C)C)C(C)C)OC1=C2C(C=CC=N2)=CC=C1,5.874193542
818,CC(C)(C)C1=CC(=O)C(=O)C(C(C)(C)C)=C1,5.869666232
183,OC(C(C(C)C(C)=C)=C1)=CC=C1/C=C/C(C2=CC=C(OC)C=C2)=O,5.863279433
839,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,5.850780887
236,O=C(/C=C/C1=C(OC)C=C(COC)C(Br)=C1)C2=CC=C(N(C)C)C=C2,5.850780887
248,COC1=CC(C=O)=CC=C1S(=O)(F)=O,5.838631998
BM-1,OC1=C2C(OC(C3=CC=C(O)C=C3)CC2=O)=CC(OCCCCCN(CC4=CC=CC=C4)CC)=C1,5.832682665
687,COc1cc(/C=C2\Cc3ccc(N)cc3C2=O)ccc1O,5.829738285
223,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=CC=C3CC,5.829738285
AX-23,O=C(N(C(C)C)C(C)C)OC1=CC(C(F)(F)F)=CC=C1,5.827397069
170,COC1=C(/C=C/C(C2=C(O)C=CC=C2)=O)C=C(Br)C=C1,5.826813732
841,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,5.823908741
713,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)COP(=O)(O)O,5.804100348
194,OC(C(Br)=C1)=CC(OC)=C1/C=C/C(C2=CC=C(OC(C3=CC=CC=C3)=O)C=C2)=O,5.804100348
45,O=C(N1CCC(CC2=CC=CC=C2)CC1)C3=CC(O)=CC=C3O,5.804100348
249,OC1=CC=C(/C=C2C(C(C=CC=C3)=C3C/2)=O)C=C1OC,5.795880017
639,CCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(O)c(OC)c1)C2,5.790484985
723,O=C(C(=O)c1ccc(O)cc1O)c1ccc(O)cc1O,5.761953897
203,BrC1=CC(/C=C/C(C2=CC=C(OC)C(C(C)C(C)=C)=C2)=O)=C(OC)C=C1COCCC(OCC)=O,5.759450752
378,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)N5C=NN=N5)C)C)O)OC)C)C)C)OC,5.759450752
800,CC1=CC(=O)C[C@]2(C)[C@@H]3[C@@H](O)CC4=C([C@H](C)C[C@H](O)[C@@H](O)C(C)(C)O)CC[C@]4(C)[C@@]3(C)CC[C@@H]12,5.754487332
195,OC(C(Br)=C1)=CC(OC)=C1/C=C/C(C2=CC=C(OC(C3=CC(Br)=CC=C3)=O)C=C2)=O,5.747146969
173,COC1=C(OC)C=C(C/C(C2=O)=C/C3=CC(OS(=O)(C4=C(F)C=CC=C4)=O)=CC=C3)C2=C1,5.742321425
828,CC(=O)C(=O)c1ccccc1,5.735182177
856,CN(C1=CC(=O)C(=O)c2ccccc21)c1ccc(Br)cc1,5.735182177
487,S=C(N(C)C1=CC=CC(C)=C1)OC2=CC=C3C=CC=CC3=C2,5.728158393
631,C=C(CO)[C@H]1CC[C@H](C)[C@H]2CCC(C(=O)O)=C[C@@H]12,5.721246399
662,CC(C)(O)[C@@H]1CC=C(COC(=O)c2ccccc2)CC1,5.721246399
667,CC(C)(O)[C@@H]1CC=C(CO)CC1,5.721246399
668,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H]6OC(C)(C)OC[C@@]6(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.721246399
671,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.721246399
674,C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H]6OC(C)(C)OC[C@@]6(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.721246399
679,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.721246399
681,C[C@@]1(CO)[C@H]2C[C@@H]1[C@@H](COC(=O)c1ccccc1)CC2=O,5.721246399
688,COC(OC)[C@@H]1CC(=O)[C@@H]2C[C@H]1C2(C)C,5.721246399
689,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H]6OC(C)(C)OC[C@@]6(C)[C@@H]5CC[C@]43C)[C@@H]12,5.721246399
692,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,5.721246399
708,CC(C)(O)[C@@H]1CC=C(C(=O)O)CC1,5.721246399
709,C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,5.721246399
710,C=C(C)[C@H]1CC[C@H](C)[C@H]2CCC(C(=O)O)=C[C@H]12,5.721246399
KYL-13,O=C1CCC2=C(C=CC=C2OC(N(CC)C)=O)N1,5.70863115
368,O=C(CCCCCC)C1=C(C=C(C2=CC(OC)=CC=C2N)O3)C3=CC=C1,5.705533774
189,O=C(/C=C/C1=CC=C(O)C=C1)C2=C(O)C=C(OC/C=C(C)/C)C=C2,5.701146924
629,COc1cc2ccnc([C@@]3(C)OC(=O)c4c3ccc(OC)c4OC)c2cc1OC,5.698970004
843,CCC(=O)C(=O)c1ccccc1,5.696803943
78,OC1=CC(O)=CC=C1C(NC2CCN(CC3=CC=CC=C3)CC2)=O,5.696803943
291,O=C1C=C(C)C(CC[C@@]2(C)C3[C@@H](O)CC4=C([C@H](C)C[C@@H]([C@H](C(C)(O)C)O)O)CC[C@]24C)[C@]3(C)C1,5.694648631
578,CCCCCC[Se](=O)CC(C)=O,5.689999563
499,O=C(OCC)CCN(C(C1=CC=C(N(C)C(CNC2=CC=C(C(NC(OCCCCCC)=O)=N)C=C2)=N3)C3=C1)=O)C4=NC=CC=C4,5.68613278
163,O=C(/C=C/C1=CC(C=CC=C2)=C2C3=C1C=CC=C3)C4=CC(CCO5)=C5C=C4,5.659555885
AX-40,O=C1C(C2=CC=C(OC)C=C2)=COC3=CC(OCC#C)=CC=C31,5.655607726
812,O=C(c1ccccc1)C(O)c1ccccc1,5.653647026
325,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,5.651695137
241,O=C(/C=C/C1=C(OC)C=C(O)C=C1)C2=CC=C(N(C)C)C=C2,5.643974143
748,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,5.638272164
833,CCCCCCCCC(=O)c1cccc(O)c1-c1cc2c(C(=O)CCCCCCCC)cccc2o1,5.630784143
776,O=C(C(=O)c1cc(C(F)(F)F)ccc1C(F)(F)F)c1cc(C(F)(F)F)ccc1C(F)(F)F,5.625251654
162,ClCC1=C(OC)C=CC(C(/C=C/C2=CC=C(C=CC=C3)C3=C2Br)=O)=C1,5.621602099
176,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC(Br)=CC=C3OC,5.619788758
ZQ-20,FC(F)(OC1=CC=C(OC(N(C(C)C)C(C)C)=O)C=C1)F,5.603800653
ZQ-18,COC1=C(OC)C=C(OC(N(CC)CC)=O)C=C1,5.598599459
99,OC1=CC=CC=C1C(/C=C/C2=CC(O)=CC=C2)=O,5.578396073
182,OC(C(C(C)C(C)=C)=C1)=CC=C1/C=C/C(C2=CC=C(OCC=C)C=C2)=O,5.573488739
BH-29,O=C1CCC2=C(OC(N(C(C)C)C(C)C)=O)C=CC=C2N1,5.565431096
238,O=C(/C=C/C1=C(OC)C=C(OC)C(Cl)=C1)C2=CC=C(N(C)C)C=C2,5.562249437
ZQ-7,CC1=CC=C(OC(N(C(C)C)C(C)C)=O)C(OC)=C1,5.557990841
175,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=C(C)C=CS3,5.552841969
596,O=C1/C(=C/c2ccc(O)c(O)c2)Cc2ccc(O)cc21,5.55129368
22,O=C1CC(C2=CC=C(OC(C3=CC=CC=C3)=O)C=C2)OC4=C1C(OC(C5=CC=CC=C5)=O)=CC(OC(C6=CC=CC=C6)=O)=C4,5.550059011
44,OC1=CC(O)=CC=C1C(N2CCC(CC3=CC=CC=C3)CC2)=O,5.548213564
802,O=C(C(=O)c1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(C(F)(F)F)cc1C(F)(F)F,5.54668166
337,CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)C,5.54515514
655,COc1cc(/C=C2\Cc3ccc(OC(C)C)cc3C2=O)ccc1O,5.543633967
160,CC(C1=CC(OC(F)(F)F)=CC=C1N2C)(CSC3=CC=CC=C3)C2=O,5.540607512
645,COc1ccc2c(c1)C(=O)/C(=C/c1ccc(O)c(OC)c1)C2,5.536107011
225,COC1=C(OC)C=C(C/C(C2=O)=C\C3=CC=CC=C3F)C2=C1,5.527243551
201,BrC1=CC(/C=C/C(C2=CC=C(OC)C(C(C)C(C)=C)=C2)=O)=C(OC)C=C1OC(C3=CC=CC=C3)=O,5.519993057
BM-4,OC1=C2C(OC(C3=CC=C(O)C=C3)CC2=O)=CC(OCCCCN(CC)CC4=CC=CC=C4)=C1,5.511449283
263,O=C(CCC)C1=C(C=C(C2=CC(C)=CC=C2N)O3)C3=CC=C1,5.507239611
237,O=C(/C=C/C1=C(OC)C=C(COC)C(Cl)=C1)C2=CC=C(N(C)C)C=C2,5.49757288
498,CC(C)C1=NC(CN(C)C(N[C@@H](C(C)C)C(N[C@H](C[C@H](O)[C@H](CC2=CC=CC=C2)NC(OCC3=CN=CS3)=O)CC4=CC=CC=C4)=O)=O)=CS1,5.494850022
208,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=CO3,5.490797478
214,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC(C)=CC=C3,5.4867824
566,O=C(NCc1ccccc1)O[C@H]1CO[C@@H]2[C@H](OC(=O)c3ccccc3O)CO[C@H]12,5.465973894
582,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@@](C)(C(=O)OCCN(C)C)CC[C@]4(C)CC[C@]23C)C1(C)C,5.465973894
620,COc1cc2ccnc([C@]3(C)OC(=O)c4c3ccc(OC)c4OC)c2cc1OC,5.455931956
174,COC1=C(OC)C=C(C/C(C2=O)=C/C3=CC(OS(=O)(C4=CC=C(C)C=C4)=O)=CC=C3)C2=C1,5.453457337
130,O=C1N(C2=CC=CC=C2)C(C3=CC=CC=C3C1S(C4=CC=CC(OC)=C4)(=O)=O)=O,5.452225295
313,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,5.440093375
SG-4,O=C(N(CC)CC)NC1=CC(NC(N(CC)CC)=O)=CC(C(F)(F)F)=C1,5.438183336
SG-5,O=C(N(C)C)NC1=CC(NC(N(C)C)=O)=CC(C(F)(F)F)=C1,5.435807539
