ID,Smiles,pIC50
656,Cc1ccc(C2=NN(c3ccccc3)C(=O)C2Cc2ccccc2)cc1,5.417936637
100,O=C(/C=C/C1=CC=C(O)C=C1)C2=C(O)C=CC=C2,5.411168274
501,O=C1C(CC2CCN(CC3=CC=CC=C3)CC2)CC4=CC(OC)=C(OC)C=C41.Cl,5.408935393
79,OC1=C(C(N2CC3=C(C=CC=C3)CC2)=O)C=CC(O)=C1,5.407823243
222,COC1=C(OC)C=C(C/C(C2=O)=C\C3=CC=CC(O)=C3)C2=C1,5.406713933
589,CN(C)CCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.403402904
77,O=C(N1CCN(C2=CC=CC=C2)CC1)C3=CC(O)=CC=C3O,5.400116928
606,CCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.399027104
240,O=C(C1=CC=C(C=C1)N(C)C)/C=C/C2=C(C=C(C(Cl)=C2)O)OC,5.397940009
297,C[C@@]12CC[C@@]3([H])[C@](CC)(C)[C@@H](O)C([H])C[C@]3(C)[C@@]1([H])CC=C4[C@@]2(C)CC[C@@](CC)(CCC(C)(C)C5)[C@]45[H],5.396855627
382,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,5.390405591
152,O=C(N1C2=CC=C(OC)C=C2)C3=CC=CC=C3C(SC4=CC=CC=C4O)C1=O,5.387216143
211,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=C(O)C=C3,5.379863945
617,COc1cc2c(cc1CC=C(C)C)C(=O)C[C@@H](c1ccc(O)cc1)O2,5.36552273
338,CC(=CCC1=CC2=C(C=C1OC)OC(CC2=O)C3=CC=C(C=C3)O)C,5.36552273
593,CCCCCCCCC(=O)C(F)(F)F,5.359999833
294,C[C@@]12CC[C@@]3([H])C(C)(C)[C@@H](O)C([H])C[C@]3(C)[C@@]1([H])CC=C4[C@@]2(C)CC[C@@](C(O)=O)(CCC(C)(C)C5)[C@]45[H],5.359518563
BP-2,COC1=CC(C(NC2CCN(CC3=CC=CC=C3)CC2)=O)=CC(OC)=C1OC(N(C)C)=O,5.344861565
576,C[C@H](CC[C@H](O)C(C)(C)O)[C@H]1CC[C@@]2(C)C1=CC=C1[C@@]3(C)CCC(=O)C(C)(C)[C@@H]3CC[C@@]12C,5.339134522
290,O[C@H](C(C)(O)C)CC[C@@H](C)[C@@]1([H])CC[C@]2(C)[C@@]3(C)CC[C@@]4([H])C(C)(C)C(CC[C@]4(C)C3=CC=C21)=O,5.339134522
659,COc1cc2cc[n+]3c(c2cc1OC)[C@@](C)(O)c1ccc(OC)c(OC)c1C3.O=C([O-])C(F)(F)F,5.337242168
577,C[C@H](C[C@H](O)[C@@H](O)C(C)(C)O)C1=C2CC[C@@H]3[C@](C)(CC[C@H]4C(C)(C)C(=O)CC[C@]34C)[C@@]2(C)CC1,5.334419009
292,O[C@H]([C@H](C(C)(O)C)O)C[C@@H](C)C1=C2[C@@](CC1)(C)[C@@]3(C)CC[C@@]4([H])C(C)(C)C(CC[C@]4(C)C3CC2)=O,5.334419009
809,CCCC(=O)C(=O)CCC,5.330683119
210,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=C(C=C(O)C=C4)C4=C3,5.329754147
605,CCOC(C)(C)[C@H](O)[C@@H](O)C[C@@H](C)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1,5.326058001
289,O[C@H]([C@H](C(C)(OCC)C)O)C[C@@H](C)C1=C2[C@@](CC1)(C)[C@@]3(C)CC[C@@]4([H])C(C)(C)C(CC[C@]4(C)C3[C@@H](O)C2)=O,5.326058001
4,CCN(C(OC1=CC=CC(F)=C1)=O)CC,5.310868803
106,COC1=C(OC)C=C(O/C(C2=O)=C\C3=CC=CC(OC(N(CC)CC)=O)=C3)C2=C1,5.30980392
658,COc1cc2c(cc1OC)C([C@](C)(OC)c1ccc(OC)c(OC)c1O)=NCC2,5.301029996
583,CCCCCCCCC(=O)C(F)F,5.300000202
299,C1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=CC(=C3)O)O,5.295849483
696,Cc1ccc(CC2C(=O)N(c3ccccc3)N=C2c2ccccc2)cc1,5.287350298
644,COc1ccc(/C=C2\Cc3ccc(O)cc3C2=O)c(OC)c1OC,5.281498311
171,CC(C=CS1)=C1/C=C/C(C2=C(O)C=CC=C2)=O,5.281498311
141,O=C1N(C2=CC=CC=C2)C(C3=CC=CC=C3C1SC4=CC=CC(O)=C4)=O,5.271646218
110,O=C(CCCCCCCC)C1=C(C=C(C2=CC=CC=C2)O3)C3=CC=C1,5.266802735
226,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=CC=C3OC,5.259637311
295,C[C@@]12CC[C@@]3([H])C(C)(C)[C@@H](O)CC[C@]3(C)[C@@]1([H])C[C@H](O)[C@@]4(O5)[C@@]2(C)CC[C@](CCC(C)(C)C6)(C5=O)[C@]46[H],5.252588192
607,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.251037139
777,O=C(c1cccs1)C(O)c1cccs1,5.251037139
198,OC(C(Br)=C1)=CC(OC)=C1/C=C/C(C2=CC=C(OS(=O)(C3=CC=C(C)C=C3)=O)C=C2)=O,5.247183569
172,COC1=CC=C2C(C=CC(/C=C3CC(C=C(OC)C(OC)=C4)=C4C\3=O)=C2)=C1,5.246416941
618,CCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.244125144
653,O=C1/C(=C/c2ccc(O)cc2)Cc2ccc(O)cc21,5.226213555
334,CC1C2CN3CCC4(C3CC2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O,5.226213555
91,OC1=CC(O)=C(C(N2CCN(C3=CC=CC=C3)CC2)=O)C=C1,5.223298816
695,O=C1C(Cc2ccccc2)C(c2ccc(Br)cc2)=NN1c1ccccc1,5.208309351
168,BrC1=CC=CC(Br)=C1/C=C/C(C2=CC=CC=C2O)=O,5.197910742
320,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,5.197910742
336,CC(=CCC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)C,5.194499142
705,O=[N+]([O-])c1ccc(OP(=O)(O)Oc2ccc([N+](=O)[O-])cc2)cc1,5.193820026
327,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)OC)O,5.185086819
235,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC=C(N(C)C)C=C2,5.185086819
825,O=C(C(=O)c1ccsc1)c1ccsc1,5.184422252
691,COc1ccc(CC2C(=O)N(c3ccccc3)N=C2c2ccccc2)cc1,5.175223538
307,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)OC,5.164309429
675,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,5.158015195
592,COc1cc2c(cc1OC)C([C@H](C)c1ccc(OC)c(OC)c1O)=NCC2,5.148741651
706,Cc1cccc(CC2C(=O)N(c3ccccc3)N=C2c2ccccc2)c1,5.148130399
379,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,5.145086978
340,CC(=CCCC(C)(C=C)C=CC1=CC=C(C=C1)O)C,5.137868621
673,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@@](C)(C(N)=O)CC[C@]4(C)CC[C@]23C)C1(C)C,5.133122186
335,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC,5.126098402
380,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,5.125518182
296,C[C@@]12CC([H])[C@@]3([H])[C@](CC)(C)[C@@H](O)C([H])C[C@]3(C)[C@@]1([H])C([H])C=C4[C@@]2(C)CC[C@@](C(O)=O)(CC[C@@H](C)[C@@]5(C)[H])[C@]45[H],5.122628654
305,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O,5.116906641
166,O=C(/C=C/C1=C(F)C=CC=C1Br)C2=CC(C(F)(F)F)=C(OC)C=C2,5.11577123
697,C=CCC1C(=O)N(c2ccccc2)N=C1c1ccccc1,5.110138279
286,COC1=C(OC)C=C(CCN(CCCC(C2=CC(OC)=C(OC)C=C2)(C#N)C(C)C)C)C=C1,5.100179498
143,O=C1N(C)C(C2=CC=CC=C2C1SC3=CC=CC(O)=C3)=O,5.099086932
719,O=C(C(=O)c1ccco1)c1ccco1,5.096910013
207,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CN=CC=C3,5.092588639
192,OC(C(Br)=C1)=CC(OC)=C1/C=C/C(C2=CC=C(OCCCC(O)=O)C=C2)=O,5.090443971
700,O=C1C(Cc2ccc(Br)cc2)C(c2ccccc2)=NN1c1ccccc1,5.084072788
159,OC1=CC=C(N(C)C(C2(CSC3=CC=CC=C3)C)=O)C2=C1,5.070581074
652,C=C(C)[C@@H](O)[C@@H](O)C[C@@H](C)C1=C2C=C[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O,5.061480275
288,O[C@H]([C@@H](C(C)=C)O)C[C@@H](C)C1=C2[C@@](CC1=O)(C)[C@@]3(C)CC[C@@]4([H])C(C)(C)C(CC[C@]4(C)C3C=C2)=O,5.061480275
609,COc1cc2c(cc1OC)C([C@@H](C)c1ccc(OC)c(OC)c1O)=NCC2,5.060480747
381,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,5.058985756
640,CCC1C(=O)N(c2ccccc2)N=C1c1ccccc1,5.04383157
638,COc1cc2c(cc1OC)C([C@@](C)(OC)c1ccc(OC)c(OC)c1O)=NCC2,5.031517051
234,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC=C(N(C)C)C=C2,5.027797162
581,O=C(Nc1ccc(OC(F)(F)F)cc1)N[C@H]1CC[C@H](Oc2ccc(C(=O)O)cc2)CC1,5
637,O=C(Nc1ccc(OC(F)(F)F)cc1)N[C@H]1CC[C@H](Oc2ccc(C(=O)OCc3ccccc3)cc2)CC1,5
664,O=C(Nc1ccc(OC(F)(F)F)cc1)N[C@H]1CC[C@H](Oc2ccc(O)cc2)CC1,5
36,CC(N1CCC(C=CC=C2)=C2C1)=O,4.996539468
624,C[C@H](CC(=O)[C@H](O)C(C)(C)O)C1=C2C=C[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O,4.993962045
134,O=C(N(C1=CC=C(C)C=C1)C2=O)C3=CC=CC=C3C2SC4=CC=CC=C4,4.991399828
321,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,4.987162775
676,CCOc1ccc(/C=C2\Cc3ccc(O)cc3C2=O)cc1,4.969400278
648,CC(=O)O[C@@H]([C@@H](O)C[C@@H](C)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1)C(C)(C)O,4.966978555
AX-29,O=C1C(C2=CC=C(OC)C=C2)=COC3=CC(OCCC(OCC)=O)=CC=C31,4.964570262
628,C=C(C)[C@H](O)[C@@H]1C[C@@H](C)C2=C3C[C@H](O)[C@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]4(C)[C@@]3(C)C[C@@H]2O1,4.963770456
677,O=C1C(Cc2ccccc2[N+](=O)[O-])C(c2ccccc2)=NN1c1ccccc1,4.962573502
293,CC(C)(C)C1=CC=C(OCCOCCOC2=C(C(C)(C)C)C=C(C(C)(C)C)C=C2)C(C(C)(C)C)=C1,4.960585881
158,O=C1N(C)C2=CC=CC=C2C1(CS(C3=CC=CC=C3)(=O)=O)C,4.957818405
268,O=C(CCC)C1=C(C=C(C2=CC=CC=C2N)O3)C3=CC=C1,4.955068454
701,Cc1cccc(C2=NN(c3ccccc3)C(=O)C2Cc2ccccc2)c1,4.951946827
427,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,4.948076084
390,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,4.937418016
37,CC(N1CCC(CC2=CC=CC=C2)CC1)=O,4.930331903
612,CCCCCC[Se](=O)(=O)CC(C)=O,4.929999835
438,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,4.923359556
224,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=CC=C3Cl,4.91721463
316,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,4.915066425
699,O=C1C(Cc2ccccc2)C(c2ccccc2)=NN1c1ccccc1,4.913996294
437,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,4.893469146
310,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,4.893129456
329,CCC1=CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC,4.891096872
634,O=C1C(Cc2ccccc2)C(Cc2ccccc2F)=NN1c1ccccc1,4.886056648
331,CC(C1C(CC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)NC)C)C)O)NC,4.875169851
330,CN1CC2=C(C=CC3=C2OCO3)C4C1C5=CC6=C(C=C5CC4O)OCO6,4.872895202
308,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,4.862645889
ZQ-22,CCN(C(NC1=CC=CC(C(F)(F)F)=C1)=O)C,4.852323676
625,O=C1C(Cc2ccccc2)C(c2cccs2)=NN1c1ccccc1,4.851089007
663,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(N)=O)CC[C@]3(C)CC[C@]21C,4.847405922
714,O=C1C(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(c2ccccc2)=NN1c1ccccc1,4.844967771
138,O=C(N(C1=CC=CC=C1)C2=O)C3=CC=CC=C3C2SC4=CC=C(Cl)C=C4,4.84375381
301,C1=CC=C(C=C1)C2=CC(=O)C3=CC(=C(C=C3O2)O)O,4.836540448
678,COc1ccc(C2=NN(c3ccccc3)C(=O)C2Cc2ccccc2)cc1,4.822175028
420,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,4.798056937
332,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O,4.772113295
711,O=C1C(Cc2ccc(C(F)(F)F)cc2)C(c2ccccc2)=NN1c1ccccc1,4.769295686
137,O=C(N(C1=CC=CC=C1)C2=O)C3=CC=CC=C3C2SC4=CC=C(Br)C=C4,4.769295686
220,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=C(OC)C=C3,4.767766479
385,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,4.76421913
627,C[C@@H]1C[C@@H]([C@@H](O)C(C)(C)O)O[C@H]2C[C@@]3(C)C(=C21)C=C[C@H]1[C@@]2(C)CCC(=O)C(C)(C)[C@@H]2CC[C@@]13C,4.762707662
601,C=C(C)[C@@H](O)[C@@H](O)C[C@@H](C)C1=C2CC[C@@H]3[C@](C)(CC[C@H]4C(C)(C)C(=O)CC[C@]34C)[C@@]2(C)CC1,4.758453519
169,O=C(/C=C/C1=CC=C(C=C(OC)C=C2)C2=C1)C3=CC=CC=C3O,4.758453519
642,COc1cc(O)ccc1/C=C1\Cc2ccc(O)cc2C1=O,4.739690054
432,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,4.737311656
462,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,4.735654493
SG-3,O=C(N(C)C)NC1=CC=CC(C(F)(F)F)=C1,4.728855682
133,O=C(N(C1=CC=CC=C1)C2=O)C3=CC=CC=C3C2SC4=CC=C(C)C=C4,4.727926212
312,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,4.724688645
707,O=C1C(Cc2ccc(F)cc2)C(c2ccccc2)=NN1c1ccccc1,4.71219827
311,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,4.695509472
508,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,4.687822644
590,CC1(C)C(=O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,4.682981899
306,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,4.681519275
649,C[C@H](C[C@H](O)[C@@H](O)C(C)(C)O)C1=C2C[C@@H]3OC(=O)C[C@]4(C)[C@H]3[C@](C)(CC[C@H]4C(C)(C)C(=O)O)[C@@]2(C)CC1,4.680893941
215,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=C(F)C=C3,4.679645967
303,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,4.675306086
383,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,4.666149855
810,O=C(Cc1ccccc1)C(=O)Cc1ccccc1,4.665345233
393,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,4.657379957
672,O=C1C(Cc2cccc3ccccc23)C(c2ccccc2)=NN1c1ccccc1,4.650722473
595,C[C@H](C[C@H](O)[C@H](O)C(C)(C)O)C1=C2C=C[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O,4.64320954
633,Cc1ccccc1CC1C(=O)N(c2ccccc2)N=C1c1ccccc1,4.633577043
597,CCCCCCCC[C@@H]1OC(=O)c2c(O)cccc21,4.632830511
395,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,4.625434939
683,O=C1C(Cc2ccccc2Cl)C(c2ccccc2)=NN1c1ccccc1,4.625251654
304,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,4.618884919
333,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1,4.616184634
623,CC(=O)O[C@H]([C@@H]1C[C@@H](C)C2=C3C=C[C@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]4(C)[C@@]3(C)C[C@@H]2O1)C(C)(C)O,4.613857891
685,CCC1=NN(c2ccccc2)C(=O)C1Cc1ccccc1,4.604324215
584,C[C@H](C[C@H](O)[C@@H](O)C(C)(C)O)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)C=C1,4.590066877
323,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,4.588043762
328,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,4.555486794
128,O=C(N(C1=CC=CC=C1)C2=O)C3=CC=CC=C3C2S(C4=CC=C(NC(C)=O)C=C4)(=O)=O,4.554863031
591,CCCCCCSCC(C)=O,4.549999989
781,Cc1c(S(=O)(=O)[O-])oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C.[Na+],4.540758335
608,CCCCCC[Se]CC(C)=O,4.539999925
285,O=C1SC(CC2=CC=C(OCC3(OC(C(C)=C(C)C(O)=C4C)=C4CC3)C)C=C2)C(N1)=O,4.539102157
322,C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5.[OH-],4.522011024
298,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)O,4.513286224
324,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,4.509058795
651,CC(=O)O[C@@H](C[C@@H](C)C1=C2C=C[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O)[C@H](O)C(C)(C)O,4.476123524
300,COC1=C(C2=C(C=C1)OC(=CC2=O)C3=CC=CC=C3)O,4.475733731
315,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,4.459295217
326,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,4.455311978
643,C[C@H](C[C@](O)(CC(=O)O)C1OC1(C)C)C1=C2C[C@H](O)[C@@H]3[C@H](CCC4C(C)(C)C(=O)CC[C@@]43C)[C@@]2(C)CC1,4.441531437
309,C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC=C(C=C3)O)O,4.431094585
287,O[C@@]1(C([H])C)C[C@]([H])(C[C@](C(OC)=O)(C2=C(OC)C=C(N(C)[C@]3([H])[C@]45CCN(CC=CC6(CC)[C@@H](OC(C)=O)[C@@]3(C(OC)=O)O)C65[H])C4=C2)C7=C(CC8)C9=C(N7)C=CC=C9)CN8C1,4.427128398
684,CC1=NN(c2ccccc2)C(=O)C1Cc1ccccc1,4.418733195
132,O=C1N(C2=CC=CC=C2)C(C3=CC=CC=C3C1S(C4=CC=CC(O)=C4)(=O)=O)=O,4.410497204
319,C1C[N+]2=C(C=C3C=CC4=C(C3=C2)OCO4)C5=CC6=C(C=C51)OCO6.[Cl-],4.406935568
573,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@@](C)(C(=O)O)CC[C@]4(C)CC[C@]23C)C1(C)C,4.392437757
622,CC(=O)O[C@H]1C[C@@H](C)C2=C3C[C@H](O)[C@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]4(C)[C@@]3(C)C[C@@H]2O[C@@H]1C(C)(C)O,4.385735713
428,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,4.37975981
635,CC1=NN(c2ccccc2)C(=O)C1Cc1ccccc1C,4.332920795
693,CN1N=C(c2ccccc2)C(Cc2ccccc2)C1=O,4.293282218
396,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,4.292600169
503,OC1=CC(O)=CC2=C1C(C[C@@H](C3=CC=C(O)C=C3)O2)=O,4.280668713
398,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,4.280337317
600,CCCCCCOCC(C)=O,4.259999979
666,COc1ccc(/C=C2\Cc3ccc(O)cc3C2=O)cc1,4.252199909
389,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,4.247567391
318,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,4.240483241
302,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)O,4.236572006
621,C[C@@H]1CC(=O)[C@@H](C(C)(C)O)O[C@H]2C[C@@]3(C)C(=C21)C=C[C@H]1[C@@]2(C)CCC(=O)C(C)(C)[C@@H]2CC[C@@]13C,4.23069654
221,O=C(C1=CC(OC)=C(OC)C=C1C/2)C2=C\C3=CC=CC(OC)=C3,4.18869316
BH-34,CCOC(CCCOC1=CC=C2C(NC(CC2)=O)=C1)=O,4.165515715
619,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,4.159517513
574,CC(=O)C1=C2C=C[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O,4.145147638
314,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,4.122110575
712,CC1=NN(c2ccccc2)C(=O)C1Cc1ccccc1Cl,4.106793247
448,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,4.104798525
386,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,4.097888277
317,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,4.094258073
384,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,4.073760479
568,O=C(N/N=C/c1ccc(OCc2cccc(F)c2)cc1)c1nc2ccccc2[nH]1,4
575,CC1(C)O[C@@H]1[C@@H](O)C[C@](C)(O)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O,4
588,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@@](C)(C#N)CC[C@]4(C)CC[C@]23C)C1(C)C,4
598,COc1cc2ccnc([C@H](C)c3ccc(OC)c(OC)c3O)c2cc1OC,4
614,C[C@H](C[C@H](O)[C@@H](O)C(C)(C)O)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1,4
615,O=C(N/N=C/c1ccc(OCc2ccccc2)cc1)c1nc2ccccc2[nH]1,4
